"campaign","group","year","season","unit","subunit","site","factor","proximity","habitat","lon","lat","date","effort_time","datetime","species_latin","rad1","rad2","rad3","rad4","total","comments"
"T0","Birds",2012,"Spring","Mediterranean-Desert Transition Zone",NA,"Lahav","Settlements","Near",NA,34.87172,31.37601,2012-05-08,"10 min",NA,"Stigmatopelia senegalensis",1,3,2,0,6,NA
"T0","Birds",2012,"Spring","Mediterranean-Desert Transition Zone",NA,"Lahav","Settlements","Near",NA,34.87172,31.37601,2012-05-08,"10 min",NA,"Passer domesticus",2,10,15,0,27,NA
"T0","Birds",2012,"Spring","Mediterranean-Desert Transition Zone",NA,"Lahav","Settlements","Near",NA,34.87172,31.37601,2012-05-08,"10 min",NA,"Nectarinia osea",0,2,1,0,3,NA
"T0","Birds",2012,"Spring","Mediterranean-Desert Transition Zone",NA,"Lahav","Settlements","Near",NA,34.87172,31.37601,2012-05-08,"10 min",NA,"Upupa epops",0,0,2,0,2,NA
"T0","Birds",2012,"Spring","Mediterranean-Desert Transition Zone",NA,"Lahav","Settlements","Near",NA,34.87172,31.37601,2012-05-08,"10 min",NA,"Carduelis chloris",0,0,3,0,3,NA
"T0","Birds",2012,"Spring","Mediterranean-Desert Transition Zone",NA,"Lahav","Settlements","Near",NA,34.87172,31.37601,2012-05-08,"10 min",NA,"Serinus serinus",0,2,0,0,2,NA
"T0","Birds",2012,"Spring","Mediterranean-Desert Transition Zone",NA,"Lahav","Settlements","Near",NA,34.87172,31.37601,2012-05-08,"10 min",NA,"Streptopelia decaocto",0,0,3,2,5,NA
"T0","Birds",2012,"Spring","Mediterranean-Desert Transition Zone",NA,"Lahav","Settlements","Near",NA,34.87172,31.37601,2012-05-08,"10 min",NA,"Garrulus glandarius",0,0,1,1,2,NA
"T0","Birds",2012,"Spring","Mediterranean-Desert Transition Zone",NA,"Lahav","Settlements","Near",NA,34.87172,31.37601,2012-05-08,"10 min",NA,"Corvus monedula",0,0,2,1,3,NA
"T0","Birds",2012,"Spring","Mediterranean-Desert Transition Zone",NA,"Lahav","Settlements","Near",NA,34.87172,31.37601,2012-05-08,"10 min",NA,"Turdus merula",0,0,2,0,2,NA
"T0","Birds",2012,"Spring","Mediterranean-Desert Transition Zone",NA,"Lahav","Settlements","Near",NA,34.87172,31.37601,2012-05-08,"10 min",NA,"Pycnonotus xanthopygos",0,1,2,0,3,NA
"T0","Birds",2012,"Spring","Mediterranean-Desert Transition Zone",NA,"Lahav","Settlements","Near",NA,34.87172,31.37601,2012-05-08,"10 min",NA,"Corvus cornix",0,0,1,2,3,NA
"T0","Birds",2012,"Spring","Mediterranean-Desert Transition Zone",NA,"Lahav","Settlements","Near",NA,34.87172,31.37601,2012-05-08,"10 min",NA,"Buteo buteo",0,0,0,1,1,NA
"T0","Birds",2012,"Spring","Mediterranean-Desert Transition Zone",NA,"Lahav","Settlements","Near",NA,34.87172,31.37601,2012-05-08,"10 min",NA,"Streptopelia turtur",0,0,2,0,2,NA
"T0","Birds",2012,"Spring","Mediterranean-Desert Transition Zone",NA,"Lahav","Settlements","Near",NA,34.87172,31.37601,2012-05-08,"10 min",NA,"Parus major",0,0,2,0,2,NA
"T0","Birds",2012,"Spring","Mediterranean-Desert Transition Zone",NA,"Lahav","Settlements","Near",NA,34.87172,31.37601,2012-05-08,"10 min",NA,"Sylvia melanocephala",0,1,1,0,2,NA
"T0","Birds",2012,"Spring","Mediterranean-Desert Transition Zone",NA,"Lahav","Settlements","Near",NA,34.87172,31.37601,2012-05-08,"10 min",NA,"Lanius nubicus",0,1,0,0,1,NA
"T0","Birds",2012,"Spring","Mediterranean-Desert Transition Zone",NA,"Lahav","Settlements","Near",NA,34.86524,31.38111,2012-05-08,"10 min",NA,"Streptopelia decaocto",0,1,4,1,6,NA
"T0","Birds",2012,"Spring","Mediterranean-Desert Transition Zone",NA,"Lahav","Settlements","Near",NA,34.86524,31.38111,2012-05-08,"10 min",NA,"Sylvia melanocephala",0,1,2,0,3,NA
"T0","Birds",2012,"Spring","Mediterranean-Desert Transition Zone",NA,"Lahav","Settlements","Near",NA,34.86524,31.38111,2012-05-08,"10 min",NA,"Corvus cornix",0,0,3,0,3,NA
"T0","Birds",2012,"Spring","Mediterranean-Desert Transition Zone",NA,"Lahav","Settlements","Near",NA,34.86524,31.38111,2012-05-08,"10 min",NA,"Passer domesticus",1,5,5,2,13,NA
"T0","Birds",2012,"Spring","Mediterranean-Desert Transition Zone",NA,"Lahav","Settlements","Near",NA,34.86524,31.38111,2012-05-08,"10 min",NA,"Columba livia (domesticus)",1,1,3,1,6,NA
"T0","Birds",2012,"Spring","Mediterranean-Desert Transition Zone",NA,"Lahav","Settlements","Near",NA,34.86524,31.38111,2012-05-08,"10 min",NA,"Prinia gracilis",0,1,1,0,2,NA
"T0","Birds",2012,"Spring","Mediterranean-Desert Transition Zone",NA,"Lahav","Settlements","Near",NA,34.86524,31.38111,2012-05-08,"10 min",NA,"Turdus merula",0,0,1,0,1,NA
"T0","Birds",2012,"Spring","Mediterranean-Desert Transition Zone",NA,"Lahav","Settlements","Near",NA,34.86524,31.38111,2012-05-08,"10 min",NA,"Pycnonotus xanthopygos",0,2,3,0,5,NA
"T0","Birds",2012,"Spring","Mediterranean-Desert Transition Zone",NA,"Lahav","Settlements","Near",NA,34.86524,31.38111,2012-05-08,"10 min",NA,"Nectarinia osea",0,0,1,0,1,NA
"T0","Birds",2012,"Spring","Mediterranean-Desert Transition Zone",NA,"Lahav","Settlements","Near",NA,34.86524,31.38111,2012-05-08,"10 min",NA,"Hirundo rustica",0,0,1,0,1,NA
"T0","Birds",2012,"Spring","Mediterranean-Desert Transition Zone",NA,"Lahav","Settlements","Near",NA,34.86524,31.38111,2012-05-08,"10 min",NA,"Apus pallidus",0,0,1,0,1,NA
"T0","Birds",2012,"Spring","Mediterranean-Desert Transition Zone",NA,"Lahav","Settlements","Near",NA,34.86524,31.38111,2012-05-08,"10 min",NA,"Hirundo daurica",0,0,2,0,2,NA
"T0","Birds",2012,"Spring","Mediterranean-Desert Transition Zone",NA,"Lahav","Settlements","Near",NA,34.86524,31.38111,2012-05-08,"10 min",NA,"Corvus monedula",0,3,10,5,18,NA
"T0","Birds",2012,"Spring","Mediterranean-Desert Transition Zone",NA,"Lahav","Settlements","Near",NA,34.87249,31.38093,2012-05-08,"10 min",NA,"Passer domesticus",3,5,5,3,16,NA
"T0","Birds",2012,"Spring","Mediterranean-Desert Transition Zone",NA,"Lahav","Settlements","Near",NA,34.87249,31.38093,2012-05-08,"10 min",NA,"Vanellus spinosus",0,1,3,1,5,NA
"T0","Birds",2012,"Spring","Mediterranean-Desert Transition Zone",NA,"Lahav","Settlements","Near",NA,34.87249,31.38093,2012-05-08,"10 min",NA,"Corvus monedula",0,3,10,3,16,NA
"T0","Birds",2012,"Spring","Mediterranean-Desert Transition Zone",NA,"Lahav","Settlements","Near",NA,34.87249,31.38093,2012-05-08,"10 min",NA,"Corvus cornix",2,1,2,1,6,NA
"T0","Birds",2012,"Spring","Mediterranean-Desert Transition Zone",NA,"Lahav","Settlements","Near",NA,34.87249,31.38093,2012-05-08,"10 min",NA,"Streptopelia decaocto",0,2,4,1,7,NA
"T0","Birds",2012,"Spring","Mediterranean-Desert Transition Zone",NA,"Lahav","Settlements","Near",NA,34.87249,31.38093,2012-05-08,"10 min",NA,"Stigmatopelia senegalensis",0,3,0,0,3,NA
"T0","Birds",2012,"Spring","Mediterranean-Desert Transition Zone",NA,"Lahav","Settlements","Near",NA,34.87249,31.38093,2012-05-08,"10 min",NA,"Serinus serinus",0,1,1,0,2,NA
"T0","Birds",2012,"Spring","Mediterranean-Desert Transition Zone",NA,"Lahav","Settlements","Near",NA,34.87249,31.38093,2012-05-08,"10 min",NA,"Ciconia ciconia",0,0,0,30,30,NA
"T0","Birds",2012,"Spring","Mediterranean-Desert Transition Zone",NA,"Lahav","Settlements","Near",NA,34.87249,31.38093,2012-05-08,"10 min",NA,"Columba livia (domesticus)",0,4,3,0,7,NA
"T0","Birds",2012,"Spring","Mediterranean-Desert Transition Zone",NA,"Lahav","Settlements","Near",NA,34.87249,31.38093,2012-05-08,"10 min",NA,"Bubulcus ibis",0,0,1,0,1,NA
"T0","Birds",2012,"Spring","Mediterranean-Desert Transition Zone",NA,"Har Amasa","Settlements","Near",NA,35.1009,31.34135,2012-05-10,"10 min",NA,"Carduelis chloris",2,3,1,0,6,NA
"T0","Birds",2012,"Spring","Mediterranean-Desert Transition Zone",NA,"Har Amasa","Settlements","Near",NA,35.1009,31.34135,2012-05-10,"10 min",NA,"Stigmatopelia senegalensis",0,1,3,2,6,NA
"T0","Birds",2012,"Spring","Mediterranean-Desert Transition Zone",NA,"Har Amasa","Settlements","Near",NA,35.1009,31.34135,2012-05-10,"10 min",NA,"Streptopelia decaocto",0,0,2,2,4,NA
"T0","Birds",2012,"Spring","Mediterranean-Desert Transition Zone",NA,"Har Amasa","Settlements","Near",NA,35.1009,31.34135,2012-05-10,"10 min",NA,"Passer domesticus",0,0,5,2,7,NA
"T0","Birds",2012,"Spring","Mediterranean-Desert Transition Zone",NA,"Har Amasa","Settlements","Near",NA,35.1009,31.34135,2012-05-10,"10 min",NA,"Streptopelia turtur",0,0,3,0,3,NA
"T0","Birds",2012,"Spring","Mediterranean-Desert Transition Zone",NA,"Har Amasa","Settlements","Near",NA,35.1009,31.34135,2012-05-10,"10 min",NA,"Merops apiaster",0,0,0,5,5,NA
"T0","Birds",2012,"Spring","Mediterranean-Desert Transition Zone",NA,"Har Amasa","Settlements","Near",NA,35.1009,31.34135,2012-05-10,"10 min",NA,"Turdus merula",0,0,2,0,2,NA
"T0","Birds",2012,"Spring","Mediterranean-Desert Transition Zone",NA,"Har Amasa","Settlements","Near",NA,35.1009,31.34135,2012-05-10,"10 min",NA,"Galerida cristata",0,0,1,2,3,NA
"T0","Birds",2012,"Spring","Mediterranean-Desert Transition Zone",NA,"Har Amasa","Settlements","Near",NA,35.1009,31.34135,2012-05-10,"10 min",NA,"Nectarinia osea",0,1,0,0,1,NA
"T0","Birds",2012,"Spring","Mediterranean-Desert Transition Zone",NA,"Har Amasa","Settlements","Far",NA,35.10011,31.33692,2012-05-10,"10 min",NA,"Galerida cristata",0,1,5,0,6,NA
"T0","Birds",2012,"Spring","Mediterranean-Desert Transition Zone",NA,"Har Amasa","Settlements","Far",NA,35.10011,31.33692,2012-05-10,"10 min",NA,"Oenanthe hispanica",0,0,1,0,1,NA
"T0","Birds",2012,"Spring","Mediterranean-Desert Transition Zone",NA,"Har Amasa","Settlements","Far",NA,35.10011,31.33692,2012-05-10,"10 min",NA,"Prinia gracilis",0,0,2,0,2,NA
"T0","Birds",2012,"Spring","Mediterranean-Desert Transition Zone",NA,"Har Amasa","Settlements","Far",NA,35.10011,31.33692,2012-05-10,"10 min",NA,"Upupa epops",0,0,1,0,1,NA
"T0","Birds",2012,"Spring","Mediterranean-Desert Transition Zone",NA,"Har Amasa","Settlements","Near",NA,35.10192,31.34574,2012-05-10,"10 min",NA,"Prinia gracilis",0,1,2,0,3,NA
"T0","Birds",2012,"Spring","Mediterranean-Desert Transition Zone",NA,"Har Amasa","Settlements","Near",NA,35.10192,31.34574,2012-05-10,"10 min",NA,"Passer domesticus",0,5,10,10,25,NA
"T0","Birds",2012,"Spring","Mediterranean-Desert Transition Zone",NA,"Har Amasa","Settlements","Near",NA,35.10192,31.34574,2012-05-10,"10 min",NA,"Hippolais olivetorum",1,0,0,0,1,NA
"T0","Birds",2012,"Spring","Mediterranean-Desert Transition Zone",NA,"Har Amasa","Settlements","Near",NA,35.10192,31.34574,2012-05-10,"10 min",NA,"Pycnonotus xanthopygos",3,0,0,0,3,NA
"T0","Birds",2012,"Spring","Mediterranean-Desert Transition Zone",NA,"Har Amasa","Settlements","Near",NA,35.10192,31.34574,2012-05-10,"10 min",NA,"Hippolais pallida",1,0,0,0,1,NA
"T0","Birds",2012,"Spring","Mediterranean-Desert Transition Zone",NA,"Har Amasa","Settlements","Near",NA,35.10192,31.34574,2012-05-10,"10 min",NA,"Sylvia borin",0,1,0,0,1,NA
"T0","Birds",2012,"Spring","Mediterranean-Desert Transition Zone",NA,"Har Amasa","Settlements","Near",NA,35.10192,31.34574,2012-05-10,"10 min",NA,"Garrulus glandarius",0,1,1,0,2,NA
"T0","Birds",2012,"Spring","Mediterranean-Desert Transition Zone",NA,"Har Amasa","Settlements","Near",NA,35.10192,31.34574,2012-05-10,"10 min",NA,"Streptopelia decaocto",0,0,2,2,4,NA
"T0","Birds",2012,"Spring","Mediterranean-Desert Transition Zone",NA,"Har Amasa","Settlements","Near",NA,35.10192,31.34574,2012-05-10,"10 min",NA,"Falco tinnunculus",0,0,0,1,1,NA
"T0","Birds",2012,"Spring","Mediterranean-Desert Transition Zone",NA,"Har Amasa","Settlements","Near",NA,35.10192,31.34574,2012-05-10,"10 min",NA,"Corvus monedula",0,0,0,30,30,NA
"T0","Birds",2012,"Spring","Mediterranean-Desert Transition Zone",NA,"Har Amasa","Settlements","Near",NA,35.10192,31.34574,2012-05-10,"10 min",NA,"Columba livia (domesticus)",0,0,0,1,1,NA
"T0","Birds",2012,"Spring","Mediterranean-Desert Transition Zone",NA,"Har Amasa","Settlements","Near",NA,35.10192,31.34574,2012-05-10,"10 min",NA,"Burhinus oedicnemus",0,0,0,2,2,NA
"T0","Birds",2012,"Spring","Mediterranean-Desert Transition Zone",NA,"Har Amasa","Settlements","Near",NA,35.10192,31.34574,2012-05-10,"10 min",NA,"Stigmatopelia senegalensis",0,2,10,0,12,NA
"T0","Birds",2012,"Spring","Mediterranean-Desert Transition Zone",NA,"Har Amasa","Settlements","Near",NA,35.10192,31.34574,2012-05-10,"10 min",NA,"Acridotheres tristis",0,0,1,0,1,NA
"T0","Birds",2012,"Spring","Mediterranean-Desert Transition Zone",NA,"Har Amasa","Settlements","Near",NA,35.10192,31.34574,2012-05-10,"10 min",NA,"Streptopelia turtur",0,0,1,0,1,NA
"T0","Birds",2012,"Spring","Mediterranean-Desert Transition Zone",NA,"Har Amasa","Settlements","Near",NA,35.10192,31.34574,2012-05-10,"10 min",NA,"Lanius nubicus",0,1,0,0,1,NA
"T0","Birds",2012,"Spring","Mediterranean-Desert Transition Zone",NA,"Har Amasa","Settlements","Near",NA,35.10192,31.34574,2012-05-10,"10 min",NA,"Galerida cristata",0,0,2,0,2,NA
"T0","Birds",2012,"Spring","Mediterranean-Desert Transition Zone",NA,"Har Amasa","Settlements","Far",NA,35.10671,31.33974,2012-05-10,"10 min",NA,"Galerida cristata",0,4,7,0,11,NA
"T0","Birds",2012,"Spring","Mediterranean-Desert Transition Zone",NA,"Har Amasa","Settlements","Far",NA,35.10671,31.33974,2012-05-10,"10 min",NA,"Sylvia conspicillata",0,1,2,0,3,NA
"T0","Birds",2012,"Spring","Mediterranean-Desert Transition Zone",NA,"Har Amasa","Settlements","Far",NA,35.10671,31.33974,2012-05-10,"10 min",NA,"Corvus monedula",0,0,0,5,5,NA
"T0","Birds",2012,"Spring","Mediterranean-Desert Transition Zone",NA,"Har Amasa","Settlements","Far",NA,35.10671,31.33974,2012-05-10,"10 min",NA,"Alectoris chukar",0,0,2,4,6,NA
"T0","Birds",2012,"Spring","Mediterranean-Desert Transition Zone",NA,"Har Amasa","Settlements","Far",NA,35.10671,31.33974,2012-05-10,"10 min",NA,"Oenanthe hispanica",0,2,2,0,4,NA
"T0","Birds",2012,"Spring","Mediterranean-Desert Transition Zone",NA,"Har Amasa","Settlements","Far",NA,35.10671,31.33974,2012-05-10,"10 min",NA,"Apus pallidus",0,0,0,10,10,NA
"T0","Birds",2012,"Spring","Mediterranean-Desert Transition Zone",NA,"Har Amasa","Settlements","Far",NA,35.10671,31.33974,2012-05-10,"10 min",NA,"Petronia brachydactyla",0,0,1,2,3,NA
"T0","Birds",2012,"Spring","Mediterranean-Desert Transition Zone",NA,"Har Amasa","Settlements","Near",NA,35.1011,31.35018,2012-05-10,"10 min",NA,"Passer domesticus",2,10,20,10,42,NA
"T0","Birds",2012,"Spring","Mediterranean-Desert Transition Zone",NA,"Har Amasa","Settlements","Near",NA,35.1011,31.35018,2012-05-10,"10 min",NA,"Lanius nubicus",1,1,0,0,2,NA
"T0","Birds",2012,"Spring","Mediterranean-Desert Transition Zone",NA,"Har Amasa","Settlements","Near",NA,35.1011,31.35018,2012-05-10,"10 min",NA,"Streptopelia turtur",1,3,2,2,8,NA
"T0","Birds",2012,"Spring","Mediterranean-Desert Transition Zone",NA,"Har Amasa","Settlements","Near",NA,35.1011,31.35018,2012-05-10,"10 min",NA,"Stigmatopelia senegalensis",0,4,2,1,7,NA
"T0","Birds",2012,"Spring","Mediterranean-Desert Transition Zone",NA,"Har Amasa","Settlements","Near",NA,35.1011,31.35018,2012-05-10,"10 min",NA,"Carduelis chloris",0,3,1,0,4,NA
"T0","Birds",2012,"Spring","Mediterranean-Desert Transition Zone",NA,"Har Amasa","Settlements","Near",NA,35.1011,31.35018,2012-05-10,"10 min",NA,"Columba livia (domesticus)",0,2,5,1,8,NA
"T0","Birds",2012,"Spring","Mediterranean-Desert Transition Zone",NA,"Har Amasa","Settlements","Near",NA,35.1011,31.35018,2012-05-10,"10 min",NA,"Corvus cornix",0,2,1,0,3,NA
"T0","Birds",2012,"Spring","Mediterranean-Desert Transition Zone",NA,"Har Amasa","Settlements","Near",NA,35.1011,31.35018,2012-05-10,"10 min",NA,"Parus major",0,0,2,0,2,NA
"T0","Birds",2012,"Spring","Mediterranean-Desert Transition Zone",NA,"Har Amasa","Settlements","Near",NA,35.1011,31.35018,2012-05-10,"10 min",NA,"Hippolais pallida",0,1,1,0,2,NA
"T0","Birds",2012,"Spring","Mediterranean-Desert Transition Zone",NA,"Har Amasa","Settlements","Near",NA,35.1011,31.35018,2012-05-10,"10 min",NA,"Alectoris chukar",0,0,3,2,5,NA
"T0","Birds",2012,"Spring","Mediterranean-Desert Transition Zone",NA,"Har Amasa","Settlements","Near",NA,35.1011,31.35018,2012-05-10,"10 min",NA,"Prinia gracilis",0,1,1,0,2,NA
"T0","Birds",2012,"Spring","Mediterranean-Desert Transition Zone",NA,"Har Amasa","Settlements","Near",NA,35.1011,31.35018,2012-05-10,"10 min",NA,"Pycnonotus xanthopygos",0,2,2,0,4,NA
"T0","Birds",2012,"Spring","Mediterranean-Desert Transition Zone",NA,"Har Amasa","Settlements","Near",NA,35.1011,31.35018,2012-05-10,"10 min",NA,"Garrulus glandarius",0,0,3,1,4,NA
"T0","Birds",2012,"Spring","Mediterranean-Desert Transition Zone",NA,"Har Amasa","Settlements","Near",NA,35.1011,31.35018,2012-05-10,"10 min",NA,"Hirundo rustica",0,0,1,0,1,NA
"T0","Birds",2012,"Spring","Mediterranean-Desert Transition Zone",NA,"Har Amasa","Settlements","Far",NA,35.11299,31.34949,2012-05-10,"10 min",NA,"Alectoris chukar",0,0,2,0,2,NA
"T0","Birds",2012,"Spring","Mediterranean-Desert Transition Zone",NA,"Har Amasa","Settlements","Far",NA,35.11299,31.34949,2012-05-10,"10 min",NA,"Galerida cristata",0,1,3,1,5,NA
"T0","Birds",2012,"Spring","Mediterranean-Desert Transition Zone",NA,"Har Amasa","Settlements","Far",NA,35.11299,31.34949,2012-05-10,"10 min",NA,"Sylvia conspicillata",0,1,2,0,3,NA
"T0","Birds",2012,"Spring","Mediterranean-Desert Transition Zone",NA,"Har Amasa","Settlements","Far",NA,35.11299,31.34949,2012-05-10,"10 min",NA,"Anthus similis",0,0,1,0,1,NA
"T0","Birds",2012,"Spring","Mediterranean-Desert Transition Zone",NA,"Har Amasa","Settlements","Far",NA,35.11299,31.34949,2012-05-10,"10 min",NA,"Corvus monedula",0,0,0,10,10,NA
"T0","Birds",2012,"Spring","Mediterranean-Desert Transition Zone",NA,"Dvir","Settlements","Far",NA,34.82725,31.4286,2012-06-05,"10 min",NA,"Cisticola juncidis",0,1,0,0,1,NA
"T0","Birds",2012,"Spring","Mediterranean-Desert Transition Zone",NA,"Dvir","Settlements","Far",NA,34.82725,31.4286,2012-06-05,"10 min",NA,"Ciconia ciconia",0,0,2,0,2,NA
"T0","Birds",2012,"Spring","Mediterranean-Desert Transition Zone",NA,"Dvir","Settlements","Far",NA,34.82725,31.4286,2012-06-05,"10 min",NA,"Galerida cristata",3,2,6,3,14,NA
"T0","Birds",2012,"Spring","Mediterranean-Desert Transition Zone",NA,"Dvir","Settlements","Far",NA,34.82725,31.4286,2012-06-05,"10 min",NA,"Sylvia conspicillata",0,0,3,0,3,NA
"T0","Birds",2012,"Spring","Mediterranean-Desert Transition Zone",NA,"Dvir","Settlements","Far",NA,34.82725,31.4286,2012-06-05,"10 min",NA,"Lanius senator",0,0,2,0,2,NA
"T0","Birds",2012,"Spring","Mediterranean-Desert Transition Zone",NA,"Dvir","Settlements","Far",NA,34.82725,31.4286,2012-06-05,"10 min",NA,"Circaetus gallicus",0,0,0,1,1,NA
"T0","Birds",2012,"Spring","Mediterranean-Desert Transition Zone",NA,"Dvir","Settlements","Far",NA,34.82725,31.4286,2012-06-05,"10 min",NA,"Passer hispaniolensis",0,0,1,0,1,NA
"T0","Birds",2012,"Spring","Mediterranean-Desert Transition Zone",NA,"Dvir","Settlements","Far",NA,34.82725,31.4286,2012-06-05,"10 min",NA,"Miliaria calandra",0,0,1,0,1,NA
"T0","Birds",2012,"Spring","Mediterranean-Desert Transition Zone",NA,"Dvir","Settlements","Near",NA,34.82186,31.41437,2012-06-05,"10 min",NA,"Prinia gracilis",2,0,0,0,2,NA
"T0","Birds",2012,"Spring","Mediterranean-Desert Transition Zone",NA,"Dvir","Settlements","Near",NA,34.82186,31.41437,2012-06-05,"10 min",NA,"Corvus monedula",0,0,3,7,10,NA
"T0","Birds",2012,"Spring","Mediterranean-Desert Transition Zone",NA,"Dvir","Settlements","Near",NA,34.82186,31.41437,2012-06-05,"10 min",NA,"Columba livia (domesticus)",0,0,3,5,8,NA
"T0","Birds",2012,"Spring","Mediterranean-Desert Transition Zone",NA,"Dvir","Settlements","Near",NA,34.82186,31.41437,2012-06-05,"10 min",NA,"Galerida cristata",1,6,3,2,12,NA
"T0","Birds",2012,"Spring","Mediterranean-Desert Transition Zone",NA,"Dvir","Settlements","Near",NA,34.82186,31.41437,2012-06-05,"10 min",NA,"Vanellus spinosus",0,1,0,0,1,NA
"T0","Birds",2012,"Spring","Mediterranean-Desert Transition Zone",NA,"Dvir","Settlements","Near",NA,34.82186,31.41437,2012-06-05,"10 min",NA,"Passer domesticus",1,9,3,0,13,NA
"T0","Birds",2012,"Spring","Mediterranean-Desert Transition Zone",NA,"Dvir","Settlements","Near",NA,34.82186,31.41437,2012-06-05,"10 min",NA,"Carduelis chloris",0,0,1,0,1,NA
"T0","Birds",2012,"Spring","Mediterranean-Desert Transition Zone",NA,"Dvir","Settlements","Near",NA,34.82186,31.41437,2012-06-05,"10 min",NA,"Streptopelia decaocto",0,1,3,0,4,NA
"T0","Birds",2012,"Spring","Mediterranean-Desert Transition Zone",NA,"Dvir","Settlements","Near",NA,34.82186,31.41437,2012-06-05,"10 min",NA,"Streptopelia turtur",0,0,1,0,1,NA
"T0","Birds",2012,"Spring","Mediterranean-Desert Transition Zone",NA,"Dvir","Settlements","Near",NA,34.82224,31.4072,2012-06-05,"10 min",NA,"Corvus monedula",0,0,5,40,45,NA
"T0","Birds",2012,"Spring","Mediterranean-Desert Transition Zone",NA,"Dvir","Settlements","Near",NA,34.82224,31.4072,2012-06-05,"10 min",NA,"Garrulus glandarius",0,1,1,0,2,NA
"T0","Birds",2012,"Spring","Mediterranean-Desert Transition Zone",NA,"Dvir","Settlements","Near",NA,34.82224,31.4072,2012-06-05,"10 min",NA,"Galerida cristata",0,1,2,0,3,NA
"T0","Birds",2012,"Spring","Mediterranean-Desert Transition Zone",NA,"Dvir","Settlements","Near",NA,34.82224,31.4072,2012-06-05,"10 min",NA,"Falco tinnunculus",0,0,1,0,1,NA
"T0","Birds",2012,"Spring","Mediterranean-Desert Transition Zone",NA,"Dvir","Settlements","Near",NA,34.82224,31.4072,2012-06-05,"10 min",NA,"Passer domesticus",0,1,10,10,21,NA
"T0","Birds",2012,"Spring","Mediterranean-Desert Transition Zone",NA,"Dvir","Settlements","Near",NA,34.82224,31.4072,2012-06-05,"10 min",NA,"Prinia gracilis",2,3,0,0,5,NA
"T0","Birds",2012,"Spring","Mediterranean-Desert Transition Zone",NA,"Dvir","Settlements","Near",NA,34.82224,31.4072,2012-06-05,"10 min",NA,"Columba livia (domesticus)",0,0,5,5,10,NA
"T0","Birds",2012,"Spring","Mediterranean-Desert Transition Zone",NA,"Dvir","Settlements","Near",NA,34.82224,31.4072,2012-06-05,"10 min",NA,"Streptopelia decaocto",0,0,4,5,9,NA
"T0","Birds",2012,"Spring","Mediterranean-Desert Transition Zone",NA,"Dvir","Settlements","Near",NA,34.82224,31.4072,2012-06-05,"10 min",NA,"Vanellus spinosus",0,0,3,0,3,NA
"T0","Birds",2012,"Spring","Mediterranean-Desert Transition Zone",NA,"Dvir","Settlements","Near",NA,34.82224,31.4072,2012-06-05,"10 min",NA,"Dendrocopos syriacus",0,0,1,0,1,NA
"T0","Birds",2012,"Spring","Mediterranean-Desert Transition Zone",NA,"Dvir","Settlements","Near",NA,34.82224,31.4072,2012-06-05,"10 min",NA,"Streptopelia turtur",0,0,1,0,1,NA
"T0","Birds",2012,"Spring","Mediterranean-Desert Transition Zone",NA,"Dvir","Settlements","Near",NA,34.82224,31.4072,2012-06-05,"10 min",NA,"Nectarinia osea",0,0,1,0,1,NA
"T0","Birds",2012,"Spring","Mediterranean-Desert Transition Zone",NA,"Dvir","Settlements","Near",NA,34.8203,31.41109,2012-06-05,"10 min",NA,"Galerida cristata",1,3,2,2,8,NA
"T0","Birds",2012,"Spring","Mediterranean-Desert Transition Zone",NA,"Dvir","Settlements","Near",NA,34.8203,31.41109,2012-06-05,"10 min",NA,"Corvus cornix",0,2,2,1,5,NA
"T0","Birds",2012,"Spring","Mediterranean-Desert Transition Zone",NA,"Dvir","Settlements","Near",NA,34.8203,31.41109,2012-06-05,"10 min",NA,"Parus major",0,0,0,1,1,NA
"T0","Birds",2012,"Spring","Mediterranean-Desert Transition Zone",NA,"Dvir","Settlements","Near",NA,34.8203,31.41109,2012-06-05,"10 min",NA,"Streptopelia decaocto",0,1,2,2,5,NA
"T0","Birds",2012,"Spring","Mediterranean-Desert Transition Zone",NA,"Dvir","Settlements","Near",NA,34.8203,31.41109,2012-06-05,"10 min",NA,"Stigmatopelia senegalensis",0,0,0,1,1,NA
"T0","Birds",2012,"Spring","Mediterranean-Desert Transition Zone",NA,"Dvir","Settlements","Near",NA,34.8203,31.41109,2012-06-05,"10 min",NA,"Turdus merula",0,0,0,2,2,NA
"T0","Birds",2012,"Spring","Mediterranean-Desert Transition Zone",NA,"Dvir","Settlements","Near",NA,34.8203,31.41109,2012-06-05,"10 min",NA,"Passer domesticus",2,3,0,0,5,NA
"T0","Birds",2012,"Spring","Mediterranean-Desert Transition Zone",NA,"Dvir","Settlements","Near",NA,34.8203,31.41109,2012-06-05,"10 min",NA,"Upupa epops",0,0,0,1,1,NA
"T0","Birds",2012,"Spring","Mediterranean-Desert Transition Zone",NA,"Dvir","Settlements","Near",NA,34.8203,31.41109,2012-06-05,"10 min",NA,"Prinia gracilis",0,0,1,0,1,NA
"T0","Birds",2012,"Spring","Mediterranean-Desert Transition Zone",NA,"Dvir","Settlements","Near",NA,34.8203,31.41109,2012-06-05,"10 min",NA,"Corvus monedula",0,0,0,2,2,NA
"T0","Birds",2012,"Spring","Mediterranean-Desert Transition Zone",NA,"Dvir","Settlements","Near",NA,34.8203,31.41109,2012-06-05,"10 min",NA,"Falco tinnunculus",0,0,0,1,1,NA
